,French Polynesia,Australia,Egypt,Somalia,Algeria,United States,Brazil,Germany,Suriname,Kiribati,Denmark,South Africa,United Arab Emirates,Venezuela,Indonesia,Russian Federation,China,Western Samoa,Philippines,Yemen,Guatemala,Nigeria,Spain,Iran,Ivory Coast (Cote d'Ivoire),Ethiopia,Papua New Guinea,Saudi Arabia,United Kingdom,Mexico,Ghana,Colombia,Switzerland,Sri Lanka,Panama,Turkey,Namibia,Jordan,Sudan,South Sudan,Chad,Mauritania,Argentina,Norway,Iceland,Uzbekistan,Solomon Islands,Morocco,France,Sweden,Japan,Greenland,Greece,India,Paraguay,Guyana,Italy,Honduras,Oman,Madagascar,Marshall Islands,Central African Republic,Djibouti,Cook Islands,Comoros,Niger,Gabon,Libya,New Zealand,Cyprus,Canada,Kazakhstan,Myanmar,Peru,Syria,Andorra,Mozambique,Netherlands,Kenya,Chile,Congo,Angola,Belgium,Austria,Antigua and Barbuda,Malaysia,Laos,Bolivia,Fiji,Tanzania,Burkina Faso,Romania,Eritrea,Turkmenistan,Bahamas,Saint Helena,Ecuador,Pakistan,Uruguay,Aruba,East Timor,Vanuatu,Cuba,Mongolia,Portugal,United States Minor Outlying Islands,Anguilla,"Macau (SAR), China",Dominican Republic,Bahrain,Costa Rica,Azerbaijan,Democratic Republic of the Congo,Botswana,Cambodia,Guadeloupe,Zambia,Belize,Bermuda,Seychelles,Nepal,Nicaragua,Serbia,Israel,Lebanon,Zimbabwe,Thailand,Cameroon,Barbados,Iraq,Afghanistan,Gambia,Burundi,Guinea,Mali,Ireland,Malawi,Vietnam,New Caledonia,Bosnia and Herzegovina,Bulgaria,"Bonaire, Saint Eustatius & Saba",Guinea Bissau,Belarus,Saint Vincent and Grenadines,Czech Republic,Equatorial Guinea,Sierra Leone,Rwanda,Slovakia,Hungary,Georgia,Bhutan,Cape Verde,Croatia,Brunei Darussalam,Senegal,Poland,Liberia,Bangladesh,Moldova,Haiti,French Guiana,Cocos (Keeling) Islands,Estonia,South Korea,Ukraine,Chinese Taipei,Benin,Grenada and South Grenadines,Curacao,Cayman Islands,Dominica,Maldives,Unknown Country,Latvia,Qatar,Tunisia,North Korea,Albania,Tajikistan,Mayotte,Uganda,British Virgin Islands,Finland,Tonga,Western Sahara,Armenia,Martinique,Kyrgyzstan,Saint Pierre and Miquelon,Tuvalu,Wallis and Futuna Islands,Turks and Caicos Islands,Gibraltar,Palestinian Territory,Malta,"Hong Kong (SAR), China",Lithuania,Montenegro,El Salvador,Nauru,Niue,Jamaica,Micronesia,Kuwait,Lesotho,Togo,Slovenia,Luxembourg,Monaco,Singapore,Montserrat,Falkland Islands,Mauritius,Swaziland,Saint Kitts and Nevis,Norfolk Island,Macedonia,Sao Tome and Principe,Trinidad and Tobago,Liechtenstein,Palau,Reunion,Saint Barthelemy,Saint Martin,Saint Lucia,Sint Maarten,Antarctica,Christmas Island
Nepal,0,8314,134,18,5,3541,87,1724,0,0,421,59,11711,0,1076,230,2909,0,198,0,0,15,417,95,0,17,0,12874,9356,56,13,2,312,419,0,1150,0,139,91,5,0,0,52,184,9,0,0,10,866,135,4552,0,35,32812,0,0,58,0,1528,6,0,4,4,0,0,0,0,0,606,1630,738,0,41,0,0,0,2,365,106,6,0,0,390,175,0,13653,2,1,2,22,0,546,0,2,0,0,2,265,0,0,0,0,0,12,1475,0,0,7,0,1579,0,26,4,0,117,0,9,0,4,19,130147,0,53,178,105,7,8971,1,0,25,28,2,0,0,0,129,4,212,0,0,0,0,0,2,0,148,0,0,16,4,116,3,2672,0,187,45,8,113,0,4549,0,0,0,0,18,1263,32,452,0,0,0,2,0,51,0,2,13408,25,0,0,0,0,28,0,114,0,0,8,0,0,0,0,0,0,0,0,364,2204,26,0,0,0,0,0,0,4022,0,0,9,6,0,587,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,0,15,8.00001,0,0,18905.00069,165.99996,419.00003,8,0,70,3,15,19,0,148.00003,3.00005,0,0,0,3761.00001,0,2002.00006,0,0,0,0,0,197.99999,1828.00067,0,937.99991,215.99996,0,3180.99983,0,0,5,0,0,0,0,29.99998,7,0,9,0,2,681.99998,148,8.99998,0,0,11,30,67.99998,129.00003,1196.00005,0,0,0,0,0,0,0,0,0,0,0,0,2036.00008,0,0,169.99998,0,0,0,244.00001,3,59,0,0,36,29,0,0,0,32.99999,0,0,0,0,0,0,84,0,147.99999,0,68.99999,36,0,0,2072.0001,0,8,0,0,0,566.00005,0,3695.99938,0,0,0,0,4,0,106,0,0,0,18270,0,16,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,69,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,55,0,0,0,15.99993,4,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,89,0,0,0,2,0,0,2331.00005,0,0,46,0,0,0,0,0,15,0,1,0,0,0,0,104,0,0,0,5,0,0,0,0,0,106,18,0,0
Serbia,0,809,1201,6,123,3447,136,57736,4,0,1602,219,4122,0,410,9164,1512,0,55,0,0,58,3672,34,54,45,0,277,8578,103,15,39,45948,210,35,16374,9,87,20,0,0,5,46,2741,135,112,0,236,16095,9878,98,0,3484,769,0,0,9347,0,43,0,0,0,16,0,0,4,13,6,35,2031,1022,144,8,9,0,0,105,5689,58,6,0,44,2643,10888,0,118,0,0,0,48,8,1394,0,17,7,0,8,31,8,0,0,0,264,10,527,0,0,0,101,36,2,111,28,0,17,0,12,0,0,100,39,0,0,1209,362,0,1324,7,5,305,25,28,0,4,0,253,0,288,0,1184,518,13,0,405,0,979,5,0,10,1451,1441,79,0,1,1067,4,12,1568,0,7,35,0,0,0,106,49,979,3,3,0,0,0,0,286,0,188,344,669,0,479,21,0,19,0,926,0,0,58,3,65,0,0,0,0,0,0,2862,352,224,13538,0,0,0,10,0,87,0,6,2369,212,0,104,0,0,38,0,0,0,401,0,4,0,0,0,0,0,0,0,0,0
Israel,0,1419,2748,0,47,78993,6634,48055,2,0,2598,3502,215,48,347,32521,1000,0,2428,0,252,583,31908,1,88,1975,0,108,44406,2935,243,814,17709,1052,629,34557,85,288,2,21,12,0,4777,1547,228,462,0,3402,45828,2362,855,0,18127,8712,205,0,40897,11,0,25,0,8,15,0,0,0,2,20,396,17027,7874,541,47,538,0,0,24,21776,778,1499,42,299,10641,23074,51,46,9,22,0,1460,46,27136,0,11,152,0,214,9,301,163,0,0,779,9,4219,0,0,0,538,0,606,2083,82,37,148,0,94,10,0,546,310,14,1307,41823,2,255,11740,47,0,13,0,20,0,10,23,1746,26,1921,0,200,16781,0,0,429,0,9512,13,6,785,1447,23901,13146,0,19,595,0,136,32311,27,5,1883,0,0,0,232,1837,20180,422,24,0,12,17,0,511,0,1841,77,42,0,265,11,0,447,0,2333,0,2,657,8,95,0,0,0,113,25,0,940,996,7408,82,25,0,0,147,0,4,3,59,230,357,0,312,0,0,257,2,19,0,88,0,9,0,0,0,0,0,0,138,0,0
Lebanon,0,3321,7996,21,964,4026,1125,7124,4,0,1692,223,28413,347,242,838,115,0,1327,0,0,984,2320,1046,1881,6810,0,21680,4865,77,622,129,2099,412,72,18650,0,8952,1682,132,37,66,68,215,0,71,0,949,12321,1249,16,0,3369,989,6,0,4686,0,1332,6,0,58,56,0,0,44,277,10,36,6067,3342,112,15,10,827,0,102,1954,219,39,229,153,1509,606,0,359,3,9,0,152,81,1099,0,3,0,2,28,610,3,5,0,0,122,0,196,0,0,0,14,971,12,140,508,3,38,1,247,0,0,24,150,0,558,31,0,27,291,178,0,13665,21,61,34,98,97,195,45,31,0,65,249,0,20,270,0,350,108,159,37,0,162,161,0,7,94,0,260,681,143,2166,55,0,1,0,4,21,449,1,318,0,1,0,1,90,0,20,8409,961,0,64,0,0,79,5,73,0,3,783,2,21,0,0,0,0,0,0,90,10,55,115,0,0,0,0,0,9450,0,95,31,46,0,9,0,0,6,2,0,0,71,0,6,0,0,0,0,0,0,37,0,0
Zimbabwe,0,672,172,4,3,375,24,453,0,0,113,24762,845,0,10,34,121,0,6,0,0,97,162,1,35,1634,0,23,4354,14,162,4,219,10,0,26,812,21,18,46,0,0,0,60,0,0,0,35,691,47,8,0,39,516,0,0,12,0,22,22,0,0,0,0,2,0,0,0,62,43,210,0,0,0,0,0,326,168,1269,0,2,230,170,207,0,94,0,0,0,1444,0,0,0,0,0,0,2,78,0,0,0,0,0,0,118,0,0,0,0,10,3,0,37,472,4,0,5766,0,0,14,8,0,0,184,32,18055,76,2,0,25,7,0,8,0,4,63,475,4,0,0,17,0,0,0,0,45,0,0,464,0,10,0,0,0,0,0,4,80,6,6,0,0,0,0,0,6,7,1,0,0,0,4,0,33,0,0,83,4,0,0,0,0,415,4,139,0,0,0,0,0,0,0,0,0,0,0,17,24,0,0,0,0,0,0,0,17,29,0,0,0,0,20,0,0,114,90,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Thailand,13,65147,2940,7,43,21990,3871,68847,28,0,35435,1739,16608,2,56804,132663,211852,2,36245,0,4,415,10047,65,77,1101,78,3038,71500,399,276,76,26215,9509,120,9701,43,675,165,72,22,0,1995,17402,312,944,0,566,82489,35730,229124,0,2478,144793,28,4,11218,0,8479,157,0,26,12,0,6,21,9,0,5742,492,8021,3663,53907,78,0,0,141,15087,1132,903,50,75,13262,22122,0,119097,27165,0,133,304,20,3343,2,1043,1,0,53,7407,232,0,8,2,59,990,2137,0,0,7878,2,2999,13,212,30,73,63521,0,99,0,3,62,8782,0,1305,13883,385,64,2150401,72,21,196,253,25,28,53,53,3386,33,122612,70,30,1338,0,0,251,0,8636,14,0,90,679,6118,734,1455,1,1026,1620,75,9882,28,14099,153,1,0,0,2367,118937,6364,92560,27,0,1,0,0,7191,0,1516,5922,90,0,73,0,62,239,0,18501,3,0,67,0,245,0,0,0,0,4,0,178,85461,2597,12,1,0,0,13,0,6596,4,30,454,490,0,143723,0,0,425,0,4,0,95,0,3,0,32,1035,0,0,0,4,0,0
Cameroon,0,18,169,0,48,832,15,1638,0,0,113,946,1546,0,35,141,166,0,35,0,0,1850,386,0,1450,1028,0,149,813,4,344,0,964,37,15,706,0,0,16,0,1636,13,0,68,0,4,0,869,11265,54,14,0,48,302,0,0,214,0,13,9,0,1706,0,0,0,124,5321,0,0,260,916,0,2,0,0,0,0,78,365,0,1185,0,769,112,0,138,0,0,0,79,115,23,0,0,0,0,0,38,0,0,0,0,0,0,173,0,0,0,0,131,0,0,537,0,5,0,5,0,0,0,2,0,27,46,344,3,50,14296,0,0,0,5,6,19,138,5,0,35,0,0,5,0,4,10,0,40,4212,6,284,0,37,0,0,0,16,0,679,21,6,5,0,0,0,0,0,32,58,0,611,0,0,0,0,0,0,0,25,118,0,12,4,0,93,0,36,0,28,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,46,4,307,6,34,0,7,0,0,36,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0
Barbados,0,16,46,0,0,20037,49,6159,90,0,114,40,16,32,0,34,0,0,0,0,38,1,47,4,0,0,0,0,42333,14,4,109,150,0,351,68,0,1,0,0,0,0,30,50,0,0,0,0,303,188,14,0,10,11,0,1423,179,11,0,0,0,0,0,0,0,0,0,0,15,0,11355,1,0,75,0,0,0,150,6,16,0,0,32,111,480,0,0,0,0,0,0,16,0,2,310,0,47,4,16,0,0,0,127,0,30,0,0,0,155,0,65,0,0,0,0,322,0,146,56,44,0,23,14,6,0,0,1,0,0,3,0,0,0,0,0,420,0,0,0,0,0,0,0,2,1935,30,0,0,0,0,60,0,0,0,4,0,0,71,0,0,0,0,0,0,45,4,13,4,0,1425,57,110,1573,80,0,2,0,0,0,0,0,0,4,224,122,0,0,0,557,0,0,0,0,29,0,0,0,0,17,0,22,0,0,712,0,0,0,0,0,27,0,6,0,0,46,0,1219,0,0,0,4266,0,0,0,0,0,2238,173,0,0
Iraq,0,1390,6205,35,321,1682,2,8427,0,0,2385,230,19087,8,142,1573,441,0,120,0,0,39,878,10727,0,29,0,5911,8096,8,54,11,936,521,4,47533,16,12695,254,0,2,0,0,1353,0,254,0,93,1121,3985,130,0,208,8748,0,0,924,0,651,0,0,0,11,0,0,4,0,71,71,391,930,516,0,0,11935,0,1,841,695,0,0,0,316,429,0,811,0,0,5,71,0,437,53,73,0,0,0,4416,0,0,0,0,6,2,56,0,0,0,2,3696,0,3859,3,0,1,2,0,0,0,0,51,0,333,27,13464,1,195,3,0,27875,337,3,0,7,0,164,0,27,0,163,628,0,0,492,0,360,0,0,22,2,227,170,3,0,34,0,0,107,4,439,7,0,1,0,0,158,810,5,0,0,0,0,0,0,0,19,4282,320,0,4,2,0,39,0,347,0,0,619,2,48,0,0,0,0,0,0,38,52,14,0,0,0,0,1,0,1217,0,3,0,12,0,163,0,0,58,0,0,0,346,0,4,0,0,0,0,0,0,0,0,0
Afghanistan,0,698,439,7,16,789,0,1771,0,0,115,37,21713,0,0,490,155,0,3,0,0,0,64,923,0,40,0,7093,2039,6,0,17,49,86,0,5481,0,40,172,18,0,0,0,133,0,483,0,7,112,210,6,0,110,12952,0,0,323,0,281,0,0,0,18,0,0,0,0,18,36,42,452,79,0,0,11,0,0,170,30,0,0,5,490,181,0,24,0,2,0,0,0,26,84,15,0,0,0,1204,0,0,0,0,3,0,15,0,0,0,0,17,0,5,0,0,0,0,0,0,0,0,58,0,8,0,16,6,240,0,0,616,37138,0,0,0,3,38,0,0,0,89,25,0,0,0,0,247,0,0,0,42,25,3,0,0,18,0,0,0,0,22,3,0,0,0,155,0,52,1,0,0,0,0,0,0,0,0,5,56,0,5,558,0,39,0,22,0,0,132,0,270,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,361,0,0,0,0,0,6,0,0,11,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
Gambia,0,2,3,0,18,104,17,3321,0,0,492,21,347,0,4,13,14,0,30,0,0,296,2088,0,7,76,0,38,1965,0,1494,0,199,2,0,699,0,24,4,0,0,1,0,373,0,0,0,207,407,1280,4,0,26,149,0,0,309,0,20,0,0,0,0,0,0,5,1,0,0,20,98,0,0,0,0,0,0,3299,4,0,3,0,529,114,0,16,0,0,0,16,8,1,0,0,0,0,0,19,0,0,0,0,11,0,400,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,18,90,0,6,6,0,0,0,0,0,2072,2,25,0,0,0,0,0,0,258,0,0,26,0,1306,0,0,16,0,0,751,0,0,2425,20,528,0,0,0,0,0,6,2,9,1,0,0,0,0,0,0,0,0,99,0,0,0,0,0,12,0,68,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,0,55,95,5,0,89,7,14,0,0,8,127,85,0,0,5,6,0,0,0,0,0,29,0,6,500,0,138,76,0,4,0,45,0,0,40,0,0,20,0,0,0,0,8,0,0,0,7,105,69,2,0,0,63,0,0,28,0,301,5,0,6,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,57,3565,0,0,0,63,36,0,0,0,0,0,776,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,47,0,0,0,0,0,0,0,92,27,3,14,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,4050,0,3,0,0,0,0,0,11,16,0,33,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,8,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,0,50,534,0,25,188,21,351,0,0,0,182,556,0,86,70,91,0,105,0,0,100,173,0,3668,214,0,63,242,0,136,0,175,0,0,678,0,2,0,0,8,88,0,6,0,0,0,1556,4742,36,6,0,5,147,0,0,274,0,139,0,0,0,0,0,0,7,3,2,0,8,430,0,0,0,0,0,0,53,20,0,16,0,220,65,0,7,0,0,0,22,66,19,0,0,0,0,0,35,0,0,0,0,0,0,767,0,0,0,0,0,0,0,36,0,8,0,0,0,0,10,0,0,15,6,120,3,94,23,0,19,0,2035,0,0,1084,18,0,3,0,0,2,0,0,0,0,0,0,36,14,0,6,0,0,0,0,0,3831,0,13,14,0,0,0,0,0,2,8,0,69,0,0,0,0,0,0,0,41,384,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,60,0,16,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mali,0,6,105,0,375,470,8,372,0,0,14,190,853,0,12,55,29,0,30,0,0,185,973,0,9093,272,0,140,282,11,448,0,199,17,0,301,27,22,9,0,83,1053,0,20,0,0,0,863,10774,31,6,0,10,407,0,0,122,0,4,2,0,13,0,0,0,1240,236,0,8,0,464,0,0,0,0,0,6,390,90,0,275,0,128,59,0,3,0,0,0,35,2222,16,0,0,0,0,0,85,0,0,0,0,0,0,52,0,0,0,0,2,0,0,41,6,5,0,4,0,0,0,13,0,3,23,154,8,49,140,0,0,0,6,0,1072,0,20,0,0,0,0,0,0,5,9,0,35,3,30,37,0,16,0,0,0,4,0,5575,26,26,18,0,0,0,0,16,1,34,0,2169,0,0,0,0,0,0,0,20,659,0,0,0,0,39,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,47,0,408,11,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,13,6214,603,2,248,71939,5631,63939,8,0,9342,3883,6311,20,442,1815,367,0,1813,0,32,1632,99907,23,66,87,0,467,442064,1051,81,171,15623,309,42,3093,28,131,83,21,2,6,556,3911,4589,19,0,1718,52426,6529,362,0,2142,6105,1,0,47960,5,183,43,0,4,16,0,0,3,10,0,1175,846,4643,51,53,191,0,0,10,46043,550,553,3,23,16330,11260,85,894,5,69,5,226,32,8181,5,19,27,0,109,1001,62,36,0,0,414,49,17708,0,0,0,232,149,308,19,15,43,95,0,82,0,83,24,197,10,186,1979,82,88,3234,6,302,83,37,11,7,8,21,6432,25,928,0,12,2700,8,3,216,2,7505,4,15,84,4725,10929,57,0,81,586,0,13,41901,0,256,2172,3,2,0,430,154,1645,105,9,0,46,72,0,180,0,4063,809,230,0,48,3,12,116,8,2660,0,1,7,0,7,0,0,0,0,6,0,3572,245,6090,7,5,0,0,65,0,161,3,0,241,3296,0,439,0,0,179,0,0,0,10,0,102,0,0,0,0,0,23,8,0,0
Malawi,0,56,60,0,0,133,0,181,0,0,9,3259,356,0,2,5,66,0,14,0,0,0,8,0,0,3030,0,47,640,0,34,0,144,35,4,12,31,2,32,4,0,0,0,22,0,0,0,4,94,11,40,0,32,1041,0,0,32,0,224,4,0,2,0,0,0,0,0,0,0,13,44,0,0,0,0,0,169,49,1257,0,6,0,38,18,0,36,0,0,0,606,0,2,0,0,0,0,0,540,0,0,0,0,0,0,63,0,0,0,0,0,0,0,6,75,0,0,591,0,0,0,2,0,0,27,71,516,18,0,0,0,0,0,0,0,0,25,996,0,0,0,0,0,0,0,0,2,0,1,124,0,2,0,0,0,0,0,4,0,0,203,0,0,0,0,0,32,26,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,198,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,14,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,5,43853,259,7,0,106505,229,23101,11,0,4758,593,4112,5,21651,55064,12994,0,13159,0,2,228,2335,1,135,44,41,480,14362,188,84,18,3767,1121,16,817,12,17,2,8,6,7,31,2930,271,18,0,63,18689,3982,109792,0,352,17529,9,1,1489,0,610,0,0,10,0,0,0,0,11,0,2764,332,15626,11,8876,19,0,0,56,2721,139,59,5,553,1864,3324,0,65194,8511,0,46,79,0,648,0,5,0,0,6,197,22,0,2,0,182,143,342,0,0,3238,51,154,7,32,54,0,40434,0,32,0,0,2,316,3,265,1290,20,2,126124,49,0,25,11,5,4,11,14,904,0,2419679,5,155,633,0,0,61,0,10027,8,5,4,13,1370,11,5,0,151,233,26,5859,15,561,10,2,0,0,421,265601,2124,124132,1,0,0,3,0,548,0,217,1215,0,0,4,0,0,71,0,2678,0,0,8,0,2,0,0,0,0,0,0,36,24489,133,13,9,0,0,2,0,135,0,9,8,107,0,61416,0,0,100,0,0,0,0,0,5,0,7,4,0,0,0,24,0,0
New Caledonia,674,5578,0,0,0,177,0,10,0,0,11,0,15,0,99,39,22,44,5,0,0,0,11,0,0,0,0,0,370,0,0,0,47,0,0,0,0,0,0,0,0,0,25,5,0,0,0,8,1005,2,5790,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2156,0,37,0,0,0,0,0,0,16,0,0,0,0,22,1,0,1,2,0,597,0,0,0,0,0,0,0,0,0,0,0,0,1758,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,18,31569,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,66,0,62,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,728,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,0,177,234,0,0,167,7,19227,0,0,1919,19,1141,0,170,124,88,0,10,0,0,0,183,67,0,0,0,223,597,4,5,0,779,12,0,6448,10,86,0,0,0,0,0,377,0,10,0,58,2689,5867,83,0,150,100,0,0,1066,0,162,0,0,0,4,0,0,0,0,0,4,125,196,34,0,0,0,0,0,2035,0,5,0,0,1731,868,0,91,0,0,0,0,9,117,0,0,0,0,0,33,0,0,0,0,0,0,44,0,0,0,26,94,0,42,0,0,0,0,0,0,0,0,0,0,1224,111,69,0,46,0,0,261,94,0,0,0,4,50,0,0,0,0,153,0,0,10,0,102,0,0,5,0,1483,50,0,0,1110,0,0,96,0,16,19,0,0,0,0,38,106,4,0,0,0,0,0,136,0,7,721,21,0,66,0,0,5,0,141,0,0,0,0,83,0,0,0,0,0,0,94,68,7,39,0,0,0,0,0,390,0,0,22,12,0,40,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,0,210,2009,9,42,2170,199,43668,3,0,4296,260,3176,2,953,8056,69,0,74,0,0,35,17057,1,0,14,0,110,88160,342,31,39,6358,162,111,4299,2,1481,4,0,0,6,197,1129,34,183,0,150,13842,1470,105,0,9572,764,0,5,27809,0,36,0,0,0,0,0,0,5,15,0,152,4392,469,156,208,100,0,0,11,12976,22,53,0,16,9178,9740,0,271,0,0,0,288,0,1493,0,4,9,0,21,31,0,9,0,0,203,2,933,0,0,0,32,13,66,81,0,0,11,0,0,0,0,524,8,0,503,16915,235,0,1404,0,0,11,166,0,0,4,0,2787,0,672,0,106,16300,0,0,115,0,2214,0,1,0,2610,3031,56,0,9,331,0,14,1930,0,80,102,0,0,0,281,29,2827,33,0,0,0,0,0,1196,0,239,244,98,0,71,129,0,12,11,392,0,0,75,0,98,0,0,0,0,0,0,2263,27,171,25,0,0,0,0,0,118,0,0,232,99,0,71,0,0,386,0,0,0,28,0,0,0,0,0,0,0,0,11,0,0
"Bonaire, Saint Eustatius & Saba",0,0,0,0,0,4257,0,102,9,0,35,0,30,5,0,0,1,0,2,0,0,0,62,2,0,0,0,0,115,33,0,23,113,0,0,16,0,0,0,0,0,0,0,39,0,0,0,0,613,53,95,0,7,7,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,818,0,0,0,0,0,0,5763,0,0,0,0,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228,0,0,0,0,10,0,1,0,221,0,8,0,0,0,0,35,0,0,0,0,0,1,4,38,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,5,175,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,3,0,0,0,56,0,34,0,0,5915,11,15,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,15,0,0,0,46,0,0,2780,0,0
Guinea Bissau,0,0,0,0,0,0,56,67,0,0,10,0,0,0,0,5,2,0,0,0,0,6,33,0,62,2,0,0,29,0,19,0,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,345,358,0,0,0,0,26,0,0,17,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,8,0,3,0,10,31,0,4,0,0,0,0,18,0,0,0,0,0,0,2,0,0,0,0,0,0,2681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,0,1481,14,4,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3,35,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,0,29,90,0,26,1617,55,6328,0,0,157,16,1313,5,125,35086,148,0,24,0,0,14,1057,5,0,4,0,30,1627,27,12,4,833,99,0,4270,11,60,0,0,0,0,2,96,0,1437,0,29,813,613,28,0,127,270,0,0,2534,0,18,0,0,0,0,0,0,0,0,0,0,701,169,1539,0,27,0,0,0,1794,22,0,0,8,991,1210,0,49,0,0,0,25,14,85,0,1040,0,0,0,29,0,0,0,0,115,20,106,0,0,0,23,31,1,1110,0,0,0,0,7,0,0,27,4,0,480,1746,168,0,377,0,0,549,0,1,0,0,9,177,0,65,0,8,126,0,0,0,0,2246,0,0,0,9,739,589,0,3,80,0,0,2395,0,8,229,0,0,0,967,15,4290,2,0,0,0,0,0,139,0,927,55,7,0,4,525,0,21,0,529,0,0,655,1,26,0,0,0,0,0,0,8,13,485,7,0,0,0,0,0,22,0,0,10,38,0,6,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Vincent and Grenadines,0,0,2,0,0,1689,4,10,0,0,0,2,1,14,0,0,0,0,0,0,10,0,0,0,0,0,0,0,971,0,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,0,0,0,0,0,0,0,0,0,0,0,1,0,62,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2274,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,182,0,0,71,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,2464,0,0,0,0,0,525,16,0,0
